X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8237665.6958,4982058.7807,17032,Hudson,BLVD EAST AT 74TH ST,In,40.79441,-74.00021,23,NORTH BERGEN TWP,21387,NS,S,270
-8238214.2366,4983423.5268,17033,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,22,NORTH BERGEN TWP,21358,NS,N,27
-8237665.6958,4982058.7807,17034,Hudson,BLVD EAST AT 74TH ST,In,40.79441,-74.00021,128,NORTH BERGEN TWP,21387,NS,S,270
-8238214.2366,4983423.5268,17035,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,84,NORTH BERGEN TWP,21358,NS,N,27
-8237665.6958,4982058.7807,17036,Hudson,BLVD EAST AT 74TH ST,In,40.79441,-74.00021,165,NORTH BERGEN TWP,21387,NS,S,270
-8238214.2366,4983423.5268,17037,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,89,NORTH BERGEN TWP,21358,NS,N,27
-8237665.6958,4982058.7807,17038,Hudson,BLVD EAST AT 74TH ST,In,40.79441,-74.00021,166,NORTH BERGEN TWP,21387,NS,S,270
-8238214.2366,4983423.5268,17039,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,156,NORTH BERGEN TWP,21358,NS,N,27
-8237665.6958,4982058.7807,17040,Hudson,BLVD EAST AT 74TH ST,In,40.79441,-74.00021,168,NORTH BERGEN TWP,21387,NS,S,270
-8238214.2366,4983423.5268,17041,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,159,NORTH BERGEN TWP,21358,NS,N,27
-8237818.7883,4981870.9636,17042,Hudson,BOULEVARD EAST AT 72ND ST,In,40.79309,-74.00157,23,NORTH BERGEN TWP,21388,FS,S,203
-8238214.2366,4983423.5268,17043,Hudson,BERGENLINE AVE AT 82ND ST,Ou,40.80365,-74.00513,181,NORTH BERGEN TWP,21358,NS,N,27
-8237818.7883,4981870.9636,17044,Hudson,BOULEVARD EAST AT 72ND ST,In,40.79309,-74.00157,128,NORTH BERGEN TWP,21388,FS,S,203
-8238102.9073,4983636.18,17045,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,22,NORTH BERGEN TWP,21359,NS,N,27
-8237818.7883,4981870.9636,17046,Hudson,BOULEVARD EAST AT 72ND ST,In,40.79309,-74.00157,165,NORTH BERGEN TWP,21388,FS,S,203
-8238102.9073,4983636.18,17047,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,84,NORTH BERGEN TWP,21359,NS,N,27
-8237818.7883,4981870.9636,17048,Hudson,BOULEVARD EAST AT 72ND ST,In,40.79309,-74.00157,166,NORTH BERGEN TWP,21388,FS,S,203
-8238102.9073,4983636.18,17049,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,89,NORTH BERGEN TWP,21359,NS,N,27
-8237818.7883,4981870.9636,17050,Hudson,BOULEVARD EAST AT 72ND ST,In,40.79309,-74.00157,168,NORTH BERGEN TWP,21388,FS,S,203
-8238102.9073,4983636.18,17051,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,156,NORTH BERGEN TWP,21359,NS,N,27
-8239253.7379,4982801.535,17052,Hudson,JFK BLVD AT 72ND ST,Ou,40.79943,-74.0145,88,NORTH BERGEN TWP,21390,FS,N,19
-8238102.9073,4983636.18,17053,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,159,NORTH BERGEN TWP,21359,NS,N,27
-8239253.7379,4982801.535,17054,Hudson,JFK BLVD AT 72ND ST,Ou,40.79943,-74.0145,154,NORTH BERGEN TWP,21390,FS,N,19
-8238102.9073,4983636.18,17055,Hudson,BERGENLINE AVE AT 85TH ST,Ou,40.8051,-74.00414,181,NORTH BERGEN TWP,21359,NS,N,27
-8239160.145,4983006.0904,17056,Hudson,JFK BLVD AT 74TH ST,Ou,40.80082,-74.01365,88,NORTH BERGEN TWP,21391,NS,N,25
-8237992.6401,4983843.8062,17057,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,22,NORTH BERGEN TWP,21360,NS,N,27
-8239160.145,4983006.0904,17058,Hudson,JFK BLVD AT 74TH ST,Ou,40.80082,-74.01365,154,NORTH BERGEN TWP,21391,NS,N,25
-8237992.6401,4983843.8062,17059,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,84,NORTH BERGEN TWP,21360,NS,N,27
-8239020.2185,4983261.917,17060,Hudson,JFK BLVD AT 76TH ST,Ou,40.80256,-74.01239,88,NORTH BERGEN TWP,21392,FS,N,32
-8237992.6401,4983843.8062,17061,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,89,NORTH BERGEN TWP,21360,NS,N,27
-8239020.2185,4983261.917,17062,Hudson,JFK BLVD AT 76TH ST,Ou,40.80256,-74.01239,154,NORTH BERGEN TWP,21392,FS,N,32
-8237992.6401,4983843.8062,17063,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,156,NORTH BERGEN TWP,21360,NS,N,27
-8238884.5537,4983489.2095,17064,Hudson,JFK BLVD AT 79TH ST,Ou,40.8041,-74.01116,88,NORTH BERGEN TWP,21393,FS,N,28
-8237992.6401,4983843.8062,17065,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,159,NORTH BERGEN TWP,21360,NS,N,27
-8237992.6401,4983843.8062,17066,Hudson,BERGENLINE AVE AT 87TH ST,Ou,40.80652,-74.00317,181,NORTH BERGEN TWP,21360,NS,N,27
-8238884.5537,4983489.2095,17067,Hudson,JFK BLVD AT 79TH ST,Ou,40.8041,-74.01116,154,NORTH BERGEN TWP,21393,FS,N,28
-8237788.016,4984247.1967,17068,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,22,NORTH BERGEN TWP,21362,NS,N,28
-8238619.7315,4983967.5794,17069,Hudson,JFK BLVD AT 85TH ST,Ou,40.80736,-74.0088,88,NORTH BERGEN TWP,21395,FS,N,27
-8237788.016,4984247.1967,17070,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,23,NORTH BERGEN TWP,21362,NS,N,28
-8238619.7315,4983967.5794,17071,Hudson,JFK BLVD AT 85TH ST,Ou,40.80736,-74.0088,154,NORTH BERGEN TWP,21395,FS,N,27
-8237788.016,4984247.1967,17072,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,84,NORTH BERGEN TWP,21362,NS,N,28
-8238519.0382,4984164.5942,17073,Hudson,JFK BLVD AT 87TH ST,Ou,40.80869,-74.00787,88,NORTH BERGEN TWP,21396,FS,N,24
-8237788.016,4984247.1967,17074,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,88,NORTH BERGEN TWP,21362,NS,N,28
-8238519.0382,4984164.5942,17075,Hudson,JFK BLVD AT 87TH ST,Ou,40.80869,-74.00787,154,NORTH BERGEN TWP,21396,FS,N,24
-8237788.016,4984247.1967,17076,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,89,NORTH BERGEN TWP,21362,NS,N,28
-8238320.148,4984375.8755,17077,Hudson,JFK BLVD AT BERGENWOOD AVE (90TH ST),Ou,40.81013,-74.00609,88,NORTH BERGEN TWP,21397,NS,N,63
-8237788.016,4984247.1967,17078,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,156,NORTH BERGEN TWP,21362,NS,N,28
-8238320.148,4984375.8755,17079,Hudson,JFK BLVD AT BERGENWOOD AVE (90TH ST),Ou,40.81013,-74.00609,154,NORTH BERGEN TWP,21397,NS,N,63
-8237788.016,4984247.1967,17080,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,159,NORTH BERGEN TWP,21362,NS,N,28
-8237788.016,4984247.1967,17081,Hudson,BERGENLINE AVE AT JFK BLVD,Ou,40.80925,-74.0013,181,NORTH BERGEN TWP,21362,NS,N,28
-8238015.3032,4984437.7603,17082,Hudson,JFK BLVD AT 3RD AVE,Ou,40.81055,-74.00335,88,NORTH BERGEN TWP,21398,FS,N,121
-8237900.6522,4984080.1584,17083,Hudson,BERGENLINE AVE AT 90TH ST,In,40.80811,-74.0023,22,NORTH BERGEN TWP,21363,FS,S,206
-8238015.3032,4984437.7603,17084,Hudson,JFK BLVD AT 3RD AVE,Ou,40.81055,-74.00335,154,NORTH BERGEN TWP,21398,FS,N,121
-8243504.8948,4974878.9976,17085,Hudson,SUMMIT AVE AT HUTTON ST,Ou,40.74554,-74.0527,87,JERSEY CITY,21105,NS,N,27
-8237832.8706,4984336.1353,17086,Hudson,JFK BLVD AT BERGENLINE AVE,In,40.80985,-74.00172,88,NORTH BERGEN TWP,21400,FS,S,307
-8243407.12,4975066.5028,17087,Hudson,SUMMIT AVE AT GRIFFITH ST,Ou,40.74682,-74.05183,82,JERSEY CITY,21106,NS,N,27
-8237832.8706,4984336.1353,17088,Hudson,JFK BLVD AT BERGENLINE AVE,In,40.80985,-74.00172,154,NORTH BERGEN TWP,21400,FS,S,307
-8243407.12,4975066.5028,17089,Hudson,SUMMIT AVE AT GRIFFITH ST,Ou,40.74682,-74.05183,83,JERSEY CITY,21106,NS,N,27
-8238054.9954,4984481.6708,17090,Hudson,JFK BLVD AT 3RD AVE,In,40.81082,-74.00372,88,NORTH BERGEN TWP,21401,FS,S,289
-8243407.12,4975066.5028,17091,Hudson,SUMMIT AVE AT GRIFFITH ST,Ou,40.74682,-74.05183,87,JERSEY CITY,21106,NS,N,27
-8238054.9954,4984481.6708,17092,Hudson,JFK BLVD AT 3RD AVE,In,40.81082,-74.00372,154,NORTH BERGEN TWP,21401,FS,S,289
-8243305.4849,4975259.9513,17093,Hudson,SUMMIT AVE AT BOWERS ST,Ou,40.74813,-74.0509,82,JERSEY CITY,21107,NS,N,28
-8238408.7238,4984359.613,17094,Hudson,JFK BLVD AT BERGENWOOD AVE (90TH ST),In,40.81,-74.00687,88,NORTH BERGEN TWP,21402,NS,S,238
-8243305.4849,4975259.9513,17095,Hudson,SUMMIT AVE AT BOWERS ST,Ou,40.74813,-74.0509,83,JERSEY CITY,21107,NS,N,28
-8238408.7238,4984359.613,17096,Hudson,JFK BLVD AT BERGENWOOD AVE (90TH ST),In,40.81,-74.00687,154,NORTH BERGEN TWP,21402,NS,S,238
-8243305.4849,4975259.9513,17097,Hudson,SUMMIT AVE AT BOWERS ST,Ou,40.74813,-74.0509,87,JERSEY CITY,21107,NS,N,28
-8238560.2347,4984134.3348,17098,Hudson,JFK BLVD AT 86TH ST,In,40.80848,-74.00823,88,NORTH BERGEN TWP,21403,NS,S,207
-8243159.8387,4975536.6936,17099,Hudson,SUMMIT AVE AT SOUTH ST,Ou,40.75002,-74.04961,82,JERSEY CITY,21108,NS,N,27
-8238560.2347,4984134.3348,17100,Hudson,JFK BLVD AT 86TH ST,In,40.80848,-74.00823,154,NORTH BERGEN TWP,21403,NS,S,207
-8243159.8387,4975536.6936,17101,Hudson,SUMMIT AVE AT SOUTH ST,Ou,40.75002,-74.04961,83,JERSEY CITY,21108,NS,N,27
-8238665.173,4983930.931,17102,Hudson,JFK BLVD AT 85TH ST,In,40.8071,-74.00918,88,NORTH BERGEN TWP,21404,FS,S,206
-8243159.8387,4975536.6936,17103,Hudson,SUMMIT AVE AT SOUTH ST,Ou,40.75002,-74.04961,87,JERSEY CITY,21108,NS,N,27
-8238665.173,4983930.931,17104,Hudson,JFK BLVD AT 85TH ST,In,40.8071,-74.00918,154,NORTH BERGEN TWP,21404,FS,S,206
-8243068.045,4975713.9281,17105,Hudson,SUMMIT AVE AT PATERSON ST,Ou,40.75122,-74.04877,82,JERSEY CITY,21109,NS,N,27
-8238771.8916,4983738.213,17106,Hudson,JFK BLVD AT 82ND ST,In,40.80578,-74.01012,88,NORTH BERGEN TWP,21405,NS,S,212
-8243068.045,4975713.9281,17107,Hudson,SUMMIT AVE AT PATERSON ST,Ou,40.75122,-74.04877,83,JERSEY CITY,21109,NS,N,27
-8238771.8916,4983738.213,17108,Hudson,JFK BLVD AT 82ND ST,In,40.80578,-74.01012,154,NORTH BERGEN TWP,21405,NS,S,212
-8243068.045,4975713.9281,17109,Hudson,SUMMIT AVE AT PATERSON ST,Ou,40.75122,-74.04877,87,JERSEY CITY,21109,NS,N,27
-8238836.2941,4983623.2091,17110,Hudson,JFK BLVD AT 81ST ST,In,40.805,-74.0107,88,NORTH BERGEN TWP,21406,NS,S,209
-8242927.3197,4975981.695,17111,Hudson,SUMMIT AVE AT NORTH ST,Ou,40.75304,-74.0475,82,JERSEY CITY,21110,NS,N,27
-8238836.2941,4983623.2091,17112,Hudson,JFK BLVD AT 81ST ST,In,40.805,-74.0107,154,NORTH BERGEN TWP,21406,NS,S,209
-8238959.0303,4983404.5006,17113,Hudson,JFK BLVD AT 79TH ST,In,40.80352,-74.01182,88,NORTH BERGEN TWP,21407,FS,S,210
-8242927.3197,4975981.695,17114,Hudson,SUMMIT AVE AT NORTH ST,Ou,40.75304,-74.0475,83,JERSEY CITY,21110,NS,N,27
-8238959.0303,4983404.5006,17115,Hudson,JFK BLVD AT 79TH ST,In,40.80352,-74.01182,154,NORTH BERGEN TWP,21407,FS,S,210
-8239098.4829,4983184.0941,17116,Hudson,JFK BLVD AT 76TH ST,In,40.80202,-74.01307,88,NORTH BERGEN TWP,21408,FS,S,209
-8242927.3197,4975981.695,17117,Hudson,SUMMIT AVE AT NORTH ST,Ou,40.75304,-74.0475,87,JERSEY CITY,21110,NS,N,27
-8239098.4829,4983184.0941,17118,Hudson,JFK BLVD AT 76TH ST,In,40.80202,-74.01307,154,NORTH BERGEN TWP,21408,FS,S,209
-8242698.1694,4976470.3619,17119,Hudson,SUMMIT AVE AT HAGUE ST,In,40.75642,-74.04528,82,JERSEY CITY,21111,NS,S,211
-8239166.6948,4983047.3622,17120,Hudson,JFK BLVD AT 74TH ST,In,40.80109,-74.01368,88,NORTH BERGEN TWP,21409,NS,S,206
-8242690.0141,4976484.0943,17121,Hudson,SUMMIT AVE AT HAGUE ST,In,40.75642,-74.04528,83,JERSEY CITY,21111,NS,S,211
-8239166.6948,4983047.3622,17122,Hudson,JFK BLVD AT 74TH ST,In,40.80109,-74.01368,154,NORTH BERGEN TWP,21409,NS,S,206
-8242690.0141,4976484.0943,17123,Hudson,SUMMIT AVE AT HAGUE ST,In,40.75642,-74.04528,85,JERSEY CITY,21111,NS,S,211
-8239292.995,4982762.6899,17124,Hudson,JFK BLVD AT 72ND ST,In,40.79915,-74.01479,88,NORTH BERGEN TWP,21410,FS,S,197
-8242690.0141,4976484.0943,17125,Hudson,SUMMIT AVE AT HAGUE ST,In,40.75642,-74.04528,87,JERSEY CITY,21111,NS,S,211
-8239292.995,4982762.6899,17126,Hudson,JFK BLVD AT 72ND ST,In,40.79915,-74.01479,154,NORTH BERGEN TWP,21410,FS,S,197
-8242884.8662,4976107.4265,17127,Hudson,SUMMIT AVE AT IRVING ST,In,40.75387,-74.04705,82,JERSEY CITY,21112,NS,S,205
-8239329.1068,4982641.289,17128,Hudson,JFK BLVD AT 70TH ST,In,40.79833,-74.01513,88,NORTH BERGEN TWP,21411,NS,S,192
-8242884.8662,4976107.4265,17129,Hudson,SUMMIT AVE AT IRVING ST,In,40.75387,-74.04705,83,JERSEY CITY,21112,NS,S,205
-8239329.1068,4982641.289,17130,Hudson,JFK BLVD AT 70TH ST,In,40.79833,-74.01513,154,NORTH BERGEN TWP,21411,NS,S,192
-8242884.8662,4976107.4265,17131,Hudson,SUMMIT AVE AT IRVING ST,In,40.75387,-74.04705,85,JERSEY CITY,21112,NS,S,205
-8239466.1938,4982287.4775,17132,Hudson,JFK BLVD AT 67TH ST,In,40.79592,-74.01637,88,NORTH BERGEN TWP,21412,NS,S,215
-8242884.8662,4976107.4265,17133,Hudson,SUMMIT AVE AT IRVING ST,In,40.75387,-74.04705,87,JERSEY CITY,21112,NS,S,205
-8239466.1938,4982287.4775,17134,Hudson,JFK BLVD AT 67TH ST,In,40.79592,-74.01637,154,NORTH BERGEN TWP,21412,NS,S,215
-8242935.8924,4976016.553,17135,Hudson,SUMMIT AVE AT NORTH ST,In,40.75324,-74.04749,82,JERSEY CITY,21113,NS,S,210
-8239632.8965,4982101.5406,17136,Hudson,JFK BLVD AT 64TH ST,In,40.79467,-74.01789,88,NORTH BERGEN TWP,21413,NS,S,227
-8242935.8924,4976016.553,17137,Hudson,SUMMIT AVE AT NORTH ST,In,40.75324,-74.04749,83,JERSEY CITY,21113,NS,S,210
-8239632.8965,4982101.5406,17138,Hudson,JFK BLVD AT 64TH ST,In,40.79467,-74.01789,154,NORTH BERGEN TWP,21413,NS,S,227
-8242935.8924,4976016.553,17139,Hudson,SUMMIT AVE AT NORTH ST,In,40.75324,-74.04749,85,JERSEY CITY,21113,NS,S,210
-8240036.1165,4981749.9691,17140,Hudson,JFK BLVD AT 61ST ST,In,40.79226,-74.02148,88,NORTH BERGEN TWP,21414,FS,S,214
-8242935.8924,4976016.553,17141,Hudson,SUMMIT AVE AT NORTH ST,In,40.75324,-74.04749,87,JERSEY CITY,21113,NS,S,210
-8240036.1165,4981749.9691,17142,Hudson,JFK BLVD AT 61ST ST,In,40.79226,-74.02148,154,NORTH BERGEN TWP,21414,FS,S,214
-8240218.6549,4981479.5092,17143,Hudson,JFK BLVD AT 58TH ST,In,40.79042,-74.02312,88,NORTH BERGEN TWP,21415,NS,S,215
-8242986.7436,4975919.7196,17144,Hudson,SUMMIT AVE AT GRAHAM ST,In,40.75258,-74.04794,82,JERSEY CITY,21114,NS,S,208
-8240218.6549,4981479.5092,17145,Hudson,JFK BLVD AT 58TH ST,In,40.79042,-74.02312,154,NORTH BERGEN TWP,21415,NS,S,215
-8242986.7436,4975919.7196,17146,Hudson,SUMMIT AVE AT GRAHAM ST,In,40.75258,-74.04794,83,JERSEY CITY,21114,NS,S,208
-8240259.79,4981296.8053,17147,Hudson,JFK BLVD AT 57TH ST,In,40.78919,-74.02351,88,NORTH BERGEN TWP,21416,FS,S,183
-8242986.7436,4975919.7196,17148,Hudson,SUMMIT AVE AT GRAHAM ST,In,40.75258,-74.04794,85,JERSEY CITY,21114,NS,S,208
-8240259.79,4981296.8053,17149,Hudson,JFK BLVD AT 57TH ST,In,40.78919,-74.02351,154,NORTH BERGEN TWP,21416,FS,S,183
-8242986.7436,4975919.7196,17150,Hudson,SUMMIT AVE AT GRAHAM ST,In,40.75258,-74.04794,87,JERSEY CITY,21114,NS,S,208
-8240281.5195,4981095.3578,17151,Hudson,JFK BLVD AT 55TH ST,In,40.78782,-74.02368,88,NORTH BERGEN TWP,21417,NS,S,180
-8243119.6304,4975665.7913,17152,Hudson,SUMMIT AVE AT BLEEKER ST,In,40.75086,-74.04915,82,JERSEY CITY,21115,NS,S,207
-8240281.5195,4981095.3578,17153,Hudson,JFK BLVD AT 55TH ST,In,40.78782,-74.02368,154,NORTH BERGEN TWP,21417,NS,S,180
-8243119.6304,4975665.7913,17154,Hudson,SUMMIT AVE AT BLEEKER ST,In,40.75086,-74.04915,83,JERSEY CITY,21115,NS,S,207
-8240193.54,4980576.0672,17155,Hudson,JFK BLVD AT 51ST ST,In,40.78429,-74.0229,88,NORTH BERGEN TWP,21418,NS,S,171
-8243119.6304,4975665.7913,17156,Hudson,SUMMIT AVE AT BLEEKER ST,In,40.75086,-74.04915,87,JERSEY CITY,21115,NS,S,207
-8240193.54,4980576.0672,17157,Hudson,JFK BLVD AT 51ST ST,In,40.78429,-74.0229,154,NORTH BERGEN TWP,21418,NS,S,171
-8243215.405,4975481.2618,17158,Hudson,SUMMIT AVE AT THORNE ST,In,40.7496,-74.05,82,JERSEY CITY,21116,NS,S,207
-8240284.8535,4980315.3922,17159,Hudson,JFK BLVD AT 48TH ST,In,40.78249,-74.0237,88,NORTH BERGEN TWP,21419,NS,S,220
-8243215.405,4975481.2618,17160,Hudson,SUMMIT AVE AT THORNE ST,In,40.7496,-74.05,83,JERSEY CITY,21116,NS,S,207
-8240284.8535,4980315.3922,17161,Hudson,JFK BLVD AT 48TH ST,In,40.78249,-74.0237,154,NORTH BERGEN TWP,21419,NS,S,220
-8243215.405,4975481.2618,17162,Hudson,SUMMIT AVE AT THORNE ST,In,40.7496,-74.05,87,JERSEY CITY,21116,NS,S,207
-8240399.0841,4980157.8856,17163,Hudson,JFK BLVD AT 46TH ST,In,40.78143,-74.02474,88,NORTH BERGEN TWP,21420,NS,S,216
-8243343.1624,4975240.9307,17164,Hudson,SUMMIT AVE AT BOWERS ST,In,40.74796,-74.05114,82,JERSEY CITY,21117,FS,S,208
-8240399.0841,4980157.8856,17165,Hudson,JFK BLVD AT 46TH ST,In,40.78143,-74.02474,154,NORTH BERGEN TWP,21420,NS,S,216
-8243343.1624,4975240.9307,17166,Hudson,SUMMIT AVE AT BOWERS ST,In,40.74796,-74.05114,83,JERSEY CITY,21117,FS,S,208
-8240605.6647,4979870.0913,17167,Hudson,JFK BLVD AT 43RD ST,In,40.77948,-74.02661,88,NORTH BERGEN TWP,21421,NS,S,217
-8243343.1624,4975240.9307,17168,Hudson,SUMMIT AVE AT BOWERS ST,In,40.74796,-74.05114,87,JERSEY CITY,21117,FS,S,208
-8240605.6647,4979870.0913,17169,Hudson,JFK BLVD AT 43RD ST,In,40.77948,-74.02661,154,NORTH BERGEN TWP,21421,NS,S,217
-8243509.655,4974922.5576,17170,Hudson,SUMMIT AVE AT HUTTON ST,In,40.7458,-74.05265,82,JERSEY CITY,21118,NS,S,207
-8240693.607,4979749.5446,17171,Hudson,JFK BLVD AT 42ND ST,In,40.77866,-74.0274,88,NORTH BERGEN TWP,21422,NS,S,217
-8243509.655,4974922.5576,17172,Hudson,SUMMIT AVE AT HUTTON ST,In,40.7458,-74.05265,83,JERSEY CITY,21118,NS,S,207
-8240693.607,4979749.5446,17173,Hudson,JFK BLVD AT 42ND ST,In,40.77866,-74.0274,154,NORTH BERGEN TWP,21422,NS,S,217
-8243509.655,4974922.5576,17174,Hudson,SUMMIT AVE AT HUTTON ST,In,40.7458,-74.05265,87,JERSEY CITY,21118,NS,S,207
-8240826.92,4979572.83,17175,Hudson,JFK BLVD AT 40TH ST,In,40.77745,-74.02858,88,NORTH BERGEN TWP,21423,FS,S,213
-8243678.5622,4974599.5841,17176,Hudson,SUMMIT AVE AT MANHATTAN AVE,In,40.7436,-74.05416,82,JERSEY CITY,21119,FS,S,206
-8240826.92,4979572.83,17177,Hudson,JFK BLVD AT 40TH ST,In,40.77745,-74.02858,154,NORTH BERGEN TWP,21423,FS,S,213
-8243678.5622,4974599.5841,17178,Hudson,SUMMIT AVE AT MANHATTAN AVE,In,40.7436,-74.05416,83,JERSEY CITY,21119,FS,S,206
-8241349.9889,4979237.33,17179,Hudson,JFK BLVD AT 32ND ST,In,40.77512,-74.03326,88,NORTH BERGEN TWP,21424,MB,S,240
-8243678.5622,4974599.5841,17180,Hudson,SUMMIT AVE AT MANHATTAN AVE,In,40.7436,-74.05416,87,JERSEY CITY,21119,FS,S,206
-8241487.3924,4979087.9315,17181,Hudson,JFK BLVD AT 31ST ST,In,40.77413,-74.03448,88,NORTH BERGEN TWP,21425,NS,S,217
-8243754.3371,4974449.1725,17182,Hudson,SUMMIT AVE AT CARLTON AVE,In,40.74258,-74.05485,82,JERSEY CITY,21120,NS,S,206
-8241621.5483,4978884.35,17183,Hudson,JFK BLVD AT 28TH ST,In,40.77276,-74.03569,88,NORTH BERGEN TWP,21426,NS,S,205
-8243754.3371,4974449.1725,17184,Hudson,SUMMIT AVE AT CARLTON AVE,In,40.74258,-74.05485,83,JERSEY CITY,21120,NS,S,206
-8241621.5483,4978884.35,17185,Hudson,JFK BLVD AT 28TH ST,In,40.77276,-74.03569,125,NORTH BERGEN TWP,21426,NS,S,205
-8243754.3371,4974449.1725,17186,Hudson,SUMMIT AVE AT CARLTON AVE,In,40.74258,-74.05485,87,JERSEY CITY,21120,NS,S,206
-8241742.1791,4978599.1007,17187,Hudson,JFK BLVD AT 26TH ST,In,40.77084,-74.03683,88,NORTH BERGEN TWP,21427,FS,S,233
-8243926.3268,4974150.5793,17188,Hudson,SUMMIT AVE 240'N OF TROY ST,In,40.74055,-74.05642,82,JERSEY CITY,21121,MB,S,219
-8241742.1791,4978599.1007,17189,Hudson,JFK BLVD AT 26TH ST,In,40.77084,-74.03683,125,NORTH BERGEN TWP,21427,FS,S,233
-8243926.3268,4974150.5793,17190,Hudson,SUMMIT AVE 240'N OF TROY ST,In,40.74055,-74.05642,83,JERSEY CITY,21121,MB,S,219
-8241963.0082,4978457.2729,17191,Hudson,JFK BLVD AT 23RD ST,In,40.76989,-74.03883,88,NORTH BERGEN TWP,21428,NS,S,230
-8243926.3268,4974150.5793,17192,Hudson,SUMMIT AVE 240'N OF TROY ST,In,40.74055,-74.05642,87,JERSEY CITY,21121,MB,S,219
-8241963.0082,4978457.2729,17193,Hudson,JFK BLVD AT 23RD ST,In,40.76989,-74.03883,125,NORTH BERGEN TWP,21428,NS,S,230
-8244152.2156,4973870.3335,17194,Hudson,SUMMIT AVE AT BEACON AVE,In,40.73863,-74.05843,82,JERSEY CITY,21122,FS,S,219
-8242185.2272,4978269.859,17195,Hudson,JFK BLVD AT 21ST ST,In,40.7686,-74.04081,88,NORTH BERGEN TWP,21429,FS,S,224
-8244152.2156,4973870.3335,17196,Hudson,SUMMIT AVE AT BEACON AVE,In,40.73863,-74.05843,83,JERSEY CITY,21122,FS,S,219
-8242185.2272,4978269.859,17197,Hudson,JFK BLVD AT 21ST ST,In,40.7686,-74.04081,125,NORTH BERGEN TWP,21429,FS,S,224
-8244152.2156,4973870.3335,17198,Hudson,SUMMIT AVE AT BEACON AVE,In,40.73863,-74.05843,87,JERSEY CITY,21122,FS,S,219
-8242341.4385,4977532.0296,17199,Hudson,JFK BLVD AT 15TH ST,In,40.76358,-74.04221,88,NORTH BERGEN TWP,21431,FS,S,174
-8244246.2618,4973337.9042,17200,Hudson,SUMMIT AVE AT NEWARK AVE,In,40.73503,-74.05928,83,JERSEY CITY,21123,NS,S,192
-8242341.4385,4977532.0296,17201,Hudson,JFK BLVD AT 15TH ST,In,40.76358,-74.04221,125,NORTH BERGEN TWP,21431,FS,S,174
-8244246.2618,4973337.9042,17202,Hudson,SUMMIT AVE AT NEWARK AVE,In,40.73503,-74.05928,87,JERSEY CITY,21123,NS,S,192
-8242356.6109,4977368.882,17203,Hudson,JFK BLVD AT 13TH ST,In,40.76247,-74.04235,88,NORTH BERGEN TWP,21432,NS,S,204
-8244283.5111,4973008.6543,17204,Hudson,SUMMIT AVE AT PAVONIA AVE,Ou,40.73279,-74.05962,83,JERSEY CITY,21124,NS,S,191
-8242356.6109,4977368.882,17205,Hudson,JFK BLVD AT 13TH ST,In,40.76247,-74.04235,125,NORTH BERGEN TWP,21432,NS,S,204
-8244283.5111,4973008.6543,17206,Hudson,SUMMIT AVE AT PAVONIA AVE,Ou,40.73279,-74.05962,87,JERSEY CITY,21124,NS,S,191
-8242550.9345,4977046.5369,17207,Hudson,JFK BLVD AT 10TH ST,In,40.76027,-74.04408,88,NORTH BERGEN TWP,21433,FS,S,209
-8244283.5111,4973008.6543,17208,Hudson,SUMMIT AVE AT PAVONIA AVE,Ou,40.73279,-74.05962,88,JERSEY CITY,21124,NS,S,191
-8242550.9345,4977046.5369,17209,Hudson,JFK BLVD AT 10TH ST,In,40.76027,-74.04408,125,NORTH BERGEN TWP,21433,FS,S,209
